Gender,Position,Type,Date Hired,Campus,Employment Status,Date of Birth,Years of Service,Age
Female,SENIOR LECTURER III (DL),FACULTY,31 01 2022,Main Campus,PART-TIME,26 08 1962,1,60
Male,ADMINISTRATIVE AIDE V,STAFF,1 07 1991,Main Campus,PERMANENT,19 03 1963,31,60
Female,LECTURER III (ML),FACULTY,15 08 2022,Main Campus,PART-TIME,21 08 1959,0,63
Male,ASSOCIATE PROFESSOR III,FACULTY,5 11 2018,Main Campus,PERMANENT,29 01 1960,4,63
Male,ADMINISTRATIVE ASSISTANT II,STAFF,1 03 2001,Main Campus,PERMANENT,28 12 1958,22,64
Female,ADMINISTRATIVE ASSISTANT II,STAFF,1 07 2015,Main Campus,PERMANENT,1 07 2015,7,7
Male,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,11 08 1999,0,23
Female,ADMINISTRATIVE AIDE III,STAFF,8 08 2022,Main Campus,JOB ORDER,4 05 1999,0,23
Female,LABORATORY TECHNICIAN I,STAFF,26 08 2022,Main Campus,JOB ORDER,20 07 1999,0,23
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,12 12 1999,0,23
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,4 08 1998,0,24
Male,ADMINISTRATIVE AIDE III,STAFF,17 05 2021,Main Campus,JOB ORDER,11 02 1999,1,24
Male,ADMINISTRATIVE AIDE III,STAFF,17 05 2021,Main Campus,JOB ORDER,11 02 1999,1,24
Male,LECTURER I (UG),FACULTY,30 06 2021,Main Campus,PART-TIME,21 05 1998,1,24
Male,ADMINISTRATIVE AIDE III,STAFF,5 09 2022,Main Campus,JOB ORDER,21 06 1998,0,24
Female,LECTURER I (UG),FACULTY,8 03 2021,Main Campus,PART-TIME,30 04 1998,2,24
Male,ACCOUNTANT II,STAFF,3 08 2020,Main Campus,JOB ORDER,18 10 1998,2,24
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,10 12 1998,0,24
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,13 02 1999,0,24
Female,ADMINISTRATIVE AIDE III,STAFF,4 04 2022,Main Campus,JOB ORDER,13 05 1998,0,24
Female,ADMINISTRATIVE AIDE III,STAFF,16 05 2021,Main Campus,JOB ORDER,17 01 1998,1,25
Female,ADMINISTRATIVE AIDE VI,STAFF,13 06 2022,Main Campus,PERMANENT,26 09 1996,0,26
Male,LECTURER II (UG),FACULTY,30 06 2021,Main Campus,PART-TIME,22 10 1996,1,26
Female,ADMINISTRATIVE AIDE III,STAFF,10 09 2018,Main Campus,JOB ORDER,18 02 1997,4,26
Female,ADMINISTRATIVE AIDE IV,STAFF,17 05 2021,Main Campus,PERMANENT,10 03 1997,1,26
Female,ADMINISTRATIVE AIDE III,STAFF,7 07 2021,Main Campus,JOB ORDER,22 11 1996,1,26
Female,ACCOUNTANT II,STAFF,1 04 2022,Main Campus,JOB ORDER,16 07 1996,1,26
Female,ADMINISTRATIVE AIDE VI,STAFF,27 04 2022,Main Campus,JOB ORDER,23 03 1997,0,26
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,19 12 1996,0,26
Female,ADMINISTRATIVE AIDE III,STAFF,5 10 2020,Main Campus,JOB ORDER,28 06 1996,2,26
Female,ADMINISTRATIVE AIDE III,STAFF,19 02 2018,Main Campus,JOB ORDER,24 12 1996,5,26
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,26 04 1996,0,26
Male,ADMINISTRATIVE AIDE III,STAFF,1 08 2016,Main Campus,JOB ORDER,30 08 1995,6,27
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,2 03 1996,0,27
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,24 05 1995,0,27
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,21 08 1995,0,27
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,10 07 1995,0,27
Female,CHIEF ADMINISTRATIVE OFFICER,STAFF,10 10 2005,Main Campus,PERMANENT,26 02 1996,17,27
Male,ADMINISTRATIVE AIDE VI,STAFF,27 04 2022,Main Campus,JOB ORDER,2 04 1996,0,27
Female,ADMINISTRATIVE OFFICER II,STAFF,14 10 2019,Main Campus,PERMANENT,31 12 1995,3,27
Female,ADMINISTRATIVE AIDE III,STAFF,1 08 2018,Main Campus,JOB ORDER,8 01 1995,4,28
Male,ADMINISTRATIVE AIDE  IV,STAFF,24 03 2022,Main Campus,CASUAL,19 01 1995,1,28
Female,ADMINISTRATIVE AIDE III,STAFF,1 06 2018,Main Campus,JOB ORDER,23 02 1995,4,28
Male,INSTRUCTOR I,FACULTY,22 08 2022,Main Campus,PERMANENT,29 08 1994,0,28
Male,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,17 09 1994,0,28
Female,ADMINISTRATIVE ASSISTANT II,STAFF,1 10 2021,Main Campus,PERMANENT,12 07 1993,1,29
Male,LECTURER II (ML),FACULTY,15 08 2022,Main Campus,PART-TIME,3 05 1993,0,29
Male,INTERNAL AUDITOR II,STAFF,16 04 2021,Main Campus,PERMANENT,4 09 1992,1,30
Female,UNIVERSITY RESEARCH ASSOCIATE I,STAFF,5 04 2021,Main Campus,PERMANENT,9 11 1992,1,30
Male,LECTURER III (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,7 04 1993,0,30
Female,LECTURER I (UG),FACULTY,10 06 2013,Main Campus,PART-TIME,21 06 1991,9,31
Male,INSTRUCTOR I,FACULTY,13 09 2021,Main Campus,PERMANENT,17 10 1991,1,31
Female,ASSISTANT PROFESSOR II,FACULTY,3 08 2015,Main Campus,PERMANENT,1 07 1991,7,31
Male,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,21 09 1991,0,31
Female,ADMINISTRATIVE AIDE IV,STAFF,19 04 2018,Main Campus,PERMANENT,19 07 1990,4,32
Female,COLLEGE LIBRARIAN II,STAFF,1 08 2013,Main Campus,PERMANENT,18 07 1990,9,32
Female,INSTRUCTOR I,FACULTY,3 07 2017,Main Campus,PERMANENT,22 03 1991,5,32
Male,LECTURER III (UG),FACULTY,13 06 2011,Main Campus,PART-TIME,21 09 1990,11,32
Male,DENTIST II,STAFF,7 04 2021,Main Campus,PERMANENT,14 04 1990,1,32
Female,ADMINISTRATIVE ASSISTANT II,STAFF,2 05 2018,Main Campus,PERMANENT,16 10 1989,4,33
Male,INSTRUCTOR I,FACULTY,13 09 2021,Main Campus,PERMANENT,4 07 1989,1,33
Female,LECTURER II (UG),FACULTY,7 09 2022,Main Campus,PART-TIME,6 08 1989,0,33
Male,COMPUTER PROGRAMMER I,STAFF,12 08 2015,Main Campus,PERMANENT,28 07 1989,7,33
Male,INSTRUCTOR I,FACULTY,4 01 2021,Main Campus,PERMANENT,19 12 1989,2,33
Male,INSTRUCTOR I,FACULTY,1 06 2017,Main Campus,PERMANENT,26 10 1988,5,34
Female,ASSOCIATE PROFESSOR II,FACULTY,13 06 2011,Main Campus,PERMANENT,1 11 1988,11,34
Female,ASSISTANT PROFESSOR IV,FACULTY,21 11 2011,Main Campus,PERMANENT,5 05 1988,11,34
Male,ASSISTANT PROFESSOR IV,FACULTY,1 08 2018,Main Campus,PERMANENT,12 07 1988,4,34
Female,LECTURER III (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,22 05 1987,0,35
Male,ASSISTANT PROFESSOR II,FACULTY,1 06 2017,Main Campus,PERMANENT,19 04 1987,5,35
Male,ASSISTANT PROFESSOR III,FACULTY,21 06 2010,Main Campus,PERMANENT,20 04 1986,12,36
Female,ADMINISTRATIVE AIDE III,FACULTY,2 08 2021,Main Campus,CASUAL,21 03 1987,1,36
Male,ASSISTANT PROFESSOR II,FACULTY,14 10 2017,Main Campus,PERMANENT,9 12 1986,5,36
Female,ADMINISTRATIVE AIDE III,FACULTY,5 04 2010,Main Campus,JOB ORDER,31 10 1986,12,36
Female,ADMINISTRATIVE AIDE VI,FACULTY,14 10 2019,Main Campus,PERMANENT,10 09 1986,3,36
Male,ASSOCIATE PROFESSOR II,FACULTY,1 07 2015,Main Campus,PERMANENT,23 03 1986,7,37
Male,ASSISTANT PROFESSOR II,FACULTY,2 11 2011,Main Campus,PERMANENT,12 04 1985,11,37
Female,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,15 06 1985,0,37
Female,LECTURER I (UG),FACULTY,8 11 2021,Main Campus,PART-TIME,15 08 1985,1,37
Male,SENIOR LECTURER III (ML),FACULTY,15 08 2022,Main Campus,PART-TIME,6 03 1986,0,37
Male,ADMINISTRATIVE AIDE III,FACULTY,12 07 2022,Main Campus,JOB ORDER,14 08 1984,0,38
Female,LECTURER I (UG),STAFF,7 09 2022,Main Campus,PART-TIME,7 02 1985,0,38
Male,ADMINISTRATIVE AIDE IV,STAFF,1 07 2013,Main Campus,PERMANENT,28 03 1985,9,38
Male,ASSOCIATE PROFESSOR V,FACULTY,10 07 2016,Main Campus,PERMANENT,7 06 1984,6,38
Male,ASSOCIATE PROFESSOR I,FACULTY,15 06 2010,Main Campus,PERMANENT,6 05 1984,12,38
Male,PROFESSIONAL LECTURER II (DL),FACULTY,15 08 2022,Main Campus,PART-TIME,20 05 1984,0,38
Female,ASSOCIATE PROFESSOR III,FACULTY,1 08 2018,Main Campus,PERMANENT,27 06 1983,4,39
Male,ADMINISTRATIVE AIDE  IV,STAFF,20 10 2022,Main Campus,JOB ORDER,5 08 1983,0,39
Female,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,22 10 1983,0,39
Female,ASSOCIATE PROFESSOR IV,FACULTY,13 06 2011,Main Campus,PERMANENT,19 02 1984,11,39
Male,ADMINISTRATIVE AIDE III,STAFF,4 01 2010,Main Campus,JOB ORDER,13 10 1983,13,39
Male,INSTRUCTOR II,FACULTY,3 09 2018,Main Campus,PERMANENT,15 08 1983,4,39
Male,COMPUTER MAINTENANCE TECHNOLOGIST II,STAFF,1 07 2014,Main Campus,CASUAL,4 02 1984,8,39
Male,LECTURER II (UG),FACULTY,1 07 2014,Main Campus,PART-TIME,4 02 1984,8,39
Male,LECTURER II (UG),FACULTY,1 07 2014,Main Campus,PART-TIME,4 02 1984,8,39
Male,ADMINISTRATIVE AIDE VI,STAFF,20 10 2022,Main Campus,TEMPORARY,27 10 1982,0,40
Female,ADMINISTRATIVE ASSISTANT II,STAFF,23 11 2009,Main Campus,PERMANENT,20 11 1982,13,40
Female,INSTRUCTOR I,FACULTY,14 09 2020,Main Campus,PERMANENT,19 11 1982,2,40
Female,COLLEGE LIBRARIAN I,STAFF,16 05 2011,Main Campus,PERMANENT,19 08 1982,11,40
Female,LECTURER I (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,6 11 1982,0,40
Male,ACCOUNTANT II,STAFF,13 04 2009,Main Campus,CASUAL,10 10 1982,13,40
Male,ASSOCIATE PROFESSOR V,FACULTY,2 06 2008,Main Campus,PERMANENT,26 05 1981,14,41
Male,ASSOCIATE PROFESSOR I,FACULTY,15 06 2010,Main Campus,PERMANENT,14 01 1982,12,41
Female,ASSOCIATE PROFESSOR IV,FACULTY,12 06 2007,Main Campus,PERMANENT,5 03 1982,15,41
Male,ASSOCIATE PROFESSOR IV,FACULTY,1 08 2012,Main Campus,PERMANENT,6 03 1982,10,41
Female,ASSISTANT PROFESSOR IV,FACULTY,1 06 2009,Main Campus,PERMANENT,2 01 1981,13,42
Male,ASSOCIATE PROFESSOR V,FACULTY,15 06 2010,Main Campus,PERMANENT,18 02 1981,12,42
Female,ASSOCIATE PROFESSOR V,FACULTY,1 08 2006,Main Campus,PERMANENT,29 08 1980,16,42
Male,LECTURER I (UG),FACULTY,29 01 2022,Main Campus,PART-TIME,11 07 1980,1,42
Female,ASSOCIATE PROFESSOR III,FACULTY,18 06 2010,Main Campus,PERMANENT,22 09 1979,12,43
Female,INSTRUCTOR III,FACULTY,5 01 2015,Main Campus,PERMANENT,8 07 1979,8,43
Male,ASSOCIATE PROFESSOR II,FACULTY,19 10 2021,Main Campus,PERMANENT,4 03 1980,1,43
Female,ASSOCIATE PROFESSOR V,FACULTY,29 06 2007,Main Campus,PERMANENT,18 10 1979,15,43
Male,ASSISTANT PROFESSOR II,FACULTY,2 11 2021,Main Campus,PERMANENT,22 05 1978,1,44
Male,ASSOCIATE PROFESSOR III,FACULTY,14 06 2006,Main Campus,PERMANENT,25 04 1978,16,44
Female,LECTURER II (UG),FACULTY,2 09 2002,Main Campus,PART-TIME,6 01 1979,20,44
Female,ASSOCIATE PROFESSOR IV,FACULTY,3 11 2004,Main Campus,PERMANENT,22 12 1977,18,45
Male,ASSOCIATE PROFESSOR I,FACULTY,16 06 2003,Main Campus,PERMANENT,14 10 1977,19,45
Female,ASSOCIATE PROFESSOR V,FACULTY,11 12 2006,Main Campus,PERMANENT,29 12 1977,16,45
Female,LECTURER II (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,25 10 1976,0,46
Female,SUPERVISING ADMINISTRATIVE OFFICER,STAFF,16 04 2002,Main Campus,PERMANENT,15 11 1976,20,46
Male,SENIOR LECTURER III (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,18 07 1976,0,46
Male,ASSOCIATE PROFESSOR III,FACULTY,16 07 2009,Main Campus,PERMANENT,28 10 1976,13,46
Male,COMPUTER MAINTENANCE TECHNOLOGIST II,STAFF,1 01 2001,Main Campus,PERMANENT,1 01 1976,22,47
Female,ASSOCIATE PROFESSOR V,FACULTY,17 09 2001,Main Campus,PERMANENT,28 12 1975,21,47
Male,LABORATORY TECHNICIAN I,STAFF,11 08 2008,Main Campus,PERMANENT,16 10 1975,14,47
Female,ADMINISTRATIVE ASSISTANT II,STAFF,16 04 2002,Main Campus,PERMANENT,23 01 1976,20,47
Female,REGISTRAR II,STAFF,16 04 2002,Main Campus,PERMANENT,14 07 1975,20,47
Female,ASSOCIATE PROFESSOR V,FACULTY,19 02 2001,Main Campus,PERMANENT,4 09 1974,22,48
Female,INSTRUCTOR I,FACULTY,16 06 2003,Main Campus,PERMANENT,21 10 1974,19,48
Female,PROFESSOR II,FACULTY,3 06 2002,Main Campus,PERMANENT,20 09 1973,20,49
Female,ASSOCIATE PROFESSOR II,FACULTY,6 06 1994,Main Campus,PERMANENT,28 10 1973,28,49
Male,ASSOCIATE PROFESSOR III,FACULTY,5 06 1995,Main Campus,PERMANENT,21 11 1973,27,49
Female,ASSOCIATE PROFESSOR IV,FACULTY,3 01 2017,Main Campus,PERMANENT,31 12 1973,6,49
Female,ADMINISTRATIVE AIDE IV,STAFF,2 09 2002,Main Campus,PERMANENT,18 11 1973,20,49
Male,ADMINISTRATIVE ASSISTANT II,STAFF,5 11 2018,Main Campus,PERMANENT,3 03 1973,4,50
Male,ACCOUNTANT II,STAFF,3 11 1997,Main Campus,CASUAL,24 03 1973,25,50
Female,ASSOCIATE PROFESSOR II,FACULTY,1 08 2018,Main Campus,PERMANENT,5 03 1973,4,50
Female,ASSOCIATE PROFESSOR II,FACULTY,16 06 2003,Main Campus,PERMANENT,20 11 1972,19,50
Female,LECTURER II (UG),FACULTY,23 08 2021,Main Campus,PART-TIME,14 10 1972,1,50
Female,ASSOCIATE PROFESSOR V,FACULTY,16 06 2003,Main Campus,PERMANENT,8 07 1972,19,50
Male,ASSOCIATE PROFESSOR IV,FACULTY,3 01 2011,Main Campus,PERMANENT,12 04 1972,12,51
Female,ASSOCIATE PROFESSOR I,FACULTY,10 10 2020,Main Campus,PERMANENT,27 03 1971,2,52
Female,ASSOCIATE PROFESSOR I,FACULTY,15 06 2010,Main Campus,PERMANENT,1 01 1971,12,52
Male,ASSOCIATE PROFESSOR V,FACULTY,15 06 1992,Main Campus,PERMANENT,17 09 1970,30,52
Male,ASSISTANT PROFESSOR III,FACULTY,1 10 2014,Main Campus,PERMANENT,22 07 1970,8,52
Female,ASSOCIATE PROFESSOR IV,FACULTY,14 08 2014,Main Campus,PERMANENT,9 11 1970,8,52
Female,ASSOCIATE PROFESSOR III,FACULTY,6 06 1994,Main Campus,PERMANENT,24 10 1970,28,52
Female,ASSISTANT PROFESSOR IV,FACULTY,1 08 2006,Main Campus,PERMANENT,26 03 1971,16,52
Male,LECTURER III (UG),FACULTY,15 08 2022,Main Campus,PART-TIME,30 11 1969,0,53
Female,REGISTRAR IV,STAFF,9 12 1993,Main Campus,PERMANENT,24 02 1970,29,53
Male,PROFESSOR III,FACULTY,14 06 1993,Main Campus,PERMANENT,1 05 1968,29,54
Female,ASSOCIATE PROFESSOR III,FACULTY,16 02 2010,Main Campus,PERMANENT,18 11 1968,13,54
Female,ADMINISTRATIVE AIDE VI,STAFF,25 07 1991,Main Campus,PERMANENT,20 08 1968,31,54
Male,ADMINISTRATIVE ASSISTANT III,STAFF,27 01 1997,Main Campus,PERMANENT,9 02 1969,26,54
Male,ASSISTANT PROFESSOR II,FACULTY,13 06 2006,Main Campus,PERMANENT,14 09 1968,16,54
Male,ADMINISTRATIVE AIDE III,STAFF,5 04 2021,Main Campus,PERMANENT,31 10 1968,1,54
Female,ASSISTANT PROFESSOR IV,FACULTY,4 01 2016,Main Campus,PERMANENT,12 01 1968,7,55
Female,ASSOCIATE PROFESSOR V,FACULTY,4 06 1996,Main Campus,PERMANENT,2 01 1968,26,55
Male,CHIEF ADMINISTRATIVE OFFICER,STAFF,7 06 1999,Main Campus,PERMANENT,13 10 1967,23,55
Male,ASSOCIATE PROFESSOR V,FACULTY,1 01 2002,Main Campus,PERMANENT,1 07 1965,21,57
Female,ASSISTANT PROFESSOR IV,FACULTY,1 06 2013,Main Campus,PERMANENT,18 10 1965,9,57
Female,UNIVERSITY EXTENSION ASSOCIATE I,STAFF,2 09 2002,Main Campus,PERMANENT,5 09 1965,20,57
Female,ASSOCIATE PROFESSOR V,FACULTY,4 06 1996,Main Campus,PERMANENT,11 09 1965,26,57
Female,ASSOCIATE PROFESSOR V,FACULTY,13 06 1988,Main Campus,PERMANENT,1 03 1966,34,57
Male,ASSOCIATE PROFESSOR V,FACULTY,14 06 2005,Main Campus,PERMANENT,12 10 1965,17,57
Female,ASSOCIATE PROFESSOR V,FACULTY,15 06 1987,Main Campus,PERMANENT,21 07 1965,35,57
Female,PROFESSOR VI,FACULTY,13 06 1988,Main Campus,PERMANENT,29 04 1964,34,58
Female,ASSISTANT PROFESSOR IV,FACULTY,15 12 2016,Main Campus,PERMANENT,10 10 1964,6,58
Female,PROFESSIONAL LECTURER III (DL),FACULTY,14 09 2020,Main Campus,PART-TIME,4 02 1965,2,58
Female,ADMINISTRATIVE OFFICER V,STAFF,1 06 1992,Main Campus,PERMANENT,23 05 1963,30,59
Female,ASSOCIATE PROFESSOR V,FACULTY,1 06 2006,Main Campus,PERMANENT,22 09 1963,16,59
Male,UNIVERSITY RESEARCH ASSOCIATE II,STAFF,16 07 1985,Main Campus,PERMANENT,22 02 1964,37,59
Female,ADMINISTRATIVE ASSISTANT II,STAFF,27 07 2009,Main Campus,PERMANENT,3 06 1962,13,60
Female,ASSOCIATE PROFESSOR V,FACULTY,22 06 2010,Main Campus,PERMANENT,2 08 1962,12,60
Female,ASSOCIATE PROFESSOR III,FACULTY,11 07 1983,Main Campus,PERMANENT,2 02 1963,39,60
Male,DENTAL AIDE,STAFF,1 10 2015,Main Campus,PERMANENT,19 03 1963,7,60
Male,ASSOCIATE PROFESSOR II,FACULTY,21 08 2006,Main Campus,PERMANENT,17 10 1961,16,61
Male,PROFESSIONAL LECTURER I (ML),FACULTY,17 06 2013,Main Campus,PART-TIME,3 04 1962,9,61
Male,ADMINISTRATIVE AIDE VI,STAFF,14 08 1991,Main Campus,PERMANENT,7 09 1960,31,62
Male,SUPERVISING ADMINISTRATIVE OFFICER,STAFF,16 05 2013,Main Campus,PERMANENT,11 10 1960,9,62
Female,ASSOCIATE PROFESSOR V,FACULTY,1 08 2006,Main Campus,PERMANENT,20 01 1961,16,62
Female,ASSOCIATE PROFESSOR V,FACULTY,1 06 2001,Main Campus,PERMANENT,22 02 1961,21,62
Male,SECURITY GUARD II,STAFF,3 09 2008,Main Campus,PERMANENT,12 09 1958,14,64
Female,PROFESSOR VI,STAFF,15 06 1992,Main Campus,PERMANENT,22 07 1958,30,64
Female,ASSISTANT PROFESSOR III,FACULTY,7 04 2017,Pototan Campus,PERMANENT,4 03 2036,5,-13
Female,INSTRUCTOR I,FACULTY,8 01 2007,Pototan Campus,PERMANENT,19 02 2036,16,-13
Male,ASSISTANT PROFESSOR III,FACULTY,19 06 1991,Pototan Campus,PERMANENT,26 02 2036,31,-13
Male,INSTRUCTOR I,FACULTY,10 03 2022,Pototan Campus,PERMANENT,26 02 2036,1,-13
Male,INSTRUCTOR I,FACULTY,8 10 2019,Pototan Campus,PERMANENT,8 03 2036,3,-13
Male,ASSOCIATE PROFESSOR V,FACULTY,22 02 2036,Pototan Campus,PERMANENT,6 03 2036,-13,-13
Female,ASSISTANT PROFESSOR IV,FACULTY,20 06 1988,Pototan Campus,PERMANENT,2 03 2036,34,-13
Female,ASSOCIATE PROFESSOR III,FACULTY,2 07 1990,Pototan Campus,PERMANENT,2 03 2036,32,-13
Female,INSTRUCTOR III,FACULTY,5 07 2011,Pototan Campus,PERMANENT,24 02 2036,11,-13
Female,ASSOCIATE PROFESSOR I,FACULTY,6 04 2009,Pototan Campus,PERMANENT,4 03 2036,13,-13
Male,ASSOCIATE PROFESSOR V,FACULTY,3 07 1997,Pototan Campus,PERMANENT,21 02 2036,25,-13
Male,ASSOCIATE PROFESSOR V,FACULTY,2 07 1984,Pototan Campus,PERMANENT,28 02 2036,38,-13
Female,ASSOCIATE PROFESSOR I,FACULTY,23 02 2036,Pototan Campus,PERMANENT,28 02 2036,-13,-13
Female,ASSISTANT PROFESSOR III,FACULTY,22 02 2036,Pototan Campus,PERMANENT,29 02 2036,-13,-13
Female,ASSISTANT PROFESSOR IV,FACULTY,3 03 2014,Pototan Campus,PERMANENT,8 03 2036,9,-13
Female,ASSOCIATE PROFESSOR III,FACULTY,2 12 1985,Pototan Campus,PERMANENT,24 02 2036,37,-13
Female,ASSOCIATE PROFESSOR III,FACULTY,22 02 2036,Pototan Campus,PERMANENT,27 02 2036,-13,-13
Female,LECTURER I (UG),FACULTY,5 10 2022,Pototan Campus,CONTRACTUAL,14 07 1998,0,24
Male,LECTURER I (UG),FACULTY,28 02 2036,Pototan Campus,CONTRACTUAL,23 10 1998,-13,24
Female,LECTURER I (UG),FACULTY,16 09 2022,Pototan Campus,CONTRACTUAL,9 05 1998,0,24
Male,CLERK I,FACULTY,16 09 2022,Pototan Campus,JOB ORDER,1 01 1998,0,25
Female,LECTURER I (UG),FACULTY,16 06 2022,Pototan Campus,CONTRACTUAL,19 07 1997,0,25
Male,ADMINISTRATIVE AIDE III,FACULTY,17 02 2021,Pototan Campus,PERMANENT,4 06 1996,2,26
Male,LECTURER I (UG),FACULTY,22 02 2021,Pototan Campus,CONTRACTUAL,5 11 1994,2,28
Male,CLERK I,FACULTY,17 01 2022,Pototan Campus,JOB ORDER,30 06 1994,1,28
Female,GUIDANCE COUNSELOR III,FACULTY,5 11 2018,Pototan Campus,PERMANENT,14 07 1994,4,28
Female,CLERK I,FACULTY,25 09 2017,Pototan Campus,JOB ORDER,24 09 1993,5,29
Female,CLERK I,FACULTY,25 09 2017,Pototan Campus,JOB ORDER,14 08 1993,5,29
Male,ASSISTANT PROFESSOR IV,FACULTY,2 07 1985,Pototan Campus,PERMANENT,14 06 1993,37,29
Male,ADMINISTRATIVE OFFICER II,FACULTY,22 02 2036,Pototan Campus,PERMANENT,8 10 1990,-13,32
Female,ADMINISTRATIVE AIDE II,FACULTY,10 02 2003,Pototan Campus,PERMANENT,15 12 1990,20,32
Male,GUIDANCE COUNSELOR III,FACULTY,16 04 2018,Pototan Campus,PERMANENT,7 04 1990,4,33
Female,ASSISTANT PROFESSOR II,FACULTY,22 02 2036,Pototan Campus,PERMANENT,4 06 1988,-13,34
Female,ASSISTANT PROFESSOR IV,FACULTY,22 02 2036,Pototan Campus,PERMANENT,12 02 1984,-13,39
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,6 07 2017,Pototan Campus,PERMANENT,1 12 1982,5,40
Female,ASSOCIATE PROFESSOR I,FACULTY,24 02 2036,Pototan Campus,PERMANENT,6 04 1983,-13,40
Female,ASSISTANT PROFESSOR II,FACULTY,24 02 2036,Pototan Campus,PERMANENT,6 01 1981,-13,42
Male,UTILITY WORKER I (EXTERNAL CAMPUS),FACULTY,15 07 2019,Pototan Campus,JOB ORDER,18 09 1980,3,42
Male,UTILITY WORKER I (EXTERNAL CAMPUS),FACULTY,15 07 2019,Pototan Campus,JOB ORDER,3 09 1979,3,43
Female,ASSISTANT PROFESSOR IV,FACULTY,12 01 2016,Pototan Campus,PERMANENT,5 08 1979,7,43
Male,ASSISTANT PROFESSOR IV,FACULTY,7 04 2017,Pototan Campus,PERMANENT,1 07 1978,5,44
Female,ADMINISTRATIVE OFFICER I,FACULTY,17 02 2003,Pototan Campus,PERMANENT,17 05 1973,20,49
Male,CLERK I,FACULTY,16 09 2013,Pototan Campus,JOB ORDER,29 04 1972,9,50
Male,ASSOCIATE PROFESSOR II,FACULTY,16 07 2015,Pototan Campus,PERMANENT,5 02 1973,7,50
Female,ASSISTANT PROFESSOR III,FACULTY,3 07 2017,Pototan Campus,PERMANENT,7 06 1968,5,54
Female,ASSOCIATE PROFESSOR III,FACULTY,11 08 2004,Pototan Campus,PERMANENT,8 01 1966,18,57
Male,ADMINISTRATIVE AIDE III,FACULTY,18 11 1994,Pototan Campus,PERMANENT,10 11 1960,28,62
Male,ADMINISTRATIVE AIDE III,FACULTY,26 03 1992,Pototan Campus,PERMANENT,10 12 1960,31,62
Female,ACCOUNTANT I,MEDICAL,9 11 1981,Pototan Campus,PERMANENT,22 02 2036,41,-13
Female,INSTRUCTOR III,MEDICAL,1 12 2016,Pototan Campus,PERMANENT,6 03 2036,6,-13
Female,INSTRUCTOR I,MEDICAL,19 02 2036,Pototan Campus,PERMANENT,22 02 2036,-13,-13
Female,ASSOCIATE PROFESSOR IV,MEDICAL,7 11 2007,Pototan Campus,PERMANENT,28 02 2036,15,-13
Female,ASSOCIATE PROFESSOR IV,MEDICAL,12 01 1990,Pototan Campus,PERMANENT,1 03 2036,33,-13
Female,ASSOCIATE PROFESSOR IV,MEDICAL,8 01 2011,Pototan Campus,PERMANENT,7 03 2036,12,-13
Male,ASSISTANT PROFESSOR I,MEDICAL,22 02 2036,Pototan Campus,PERMANENT,8 03 2036,-13,-13
Male,ASSISTANT PROFESSOR IV,MEDICAL,3 03 2014,Pototan Campus,PERMANENT,26 02 2036,9,-13
Male,ASSOCIATE PROFESSOR V,MEDICAL,16 09 1995,Pototan Campus,PERMANENT,26 02 2036,27,-13
Female,CLERK I,MEDICAL,5 07 2019,Pototan Campus,JOB ORDER,28 03 1998,3,25
Female,CLERK I,MEDICAL,5 04 2022,Pototan Campus,JOB ORDER,10 09 1997,0,25
Female,ASSISTANT PROFESSOR III,MEDICAL,22 02 2021,Pototan Campus,PERMANENT,3 05 1988,2,34
Male,CLERK I,MEDICAL,5 07 2019,Pototan Campus,JOB ORDER,12 07 1987,3,35
Male,LECTURER I (UG),MEDICAL,1 09 2021,Pototan Campus,CONTRACTUAL,22 08 1986,1,36
Female,LECTURER I (UG),MEDICAL,16 09 2022,Pototan Campus,CONTRACTUAL,3 05 1981,0,41
Male,CLERK I,MEDICAL,4 07 2016,Pototan Campus,JOB ORDER,1 04 1980,6,43
Female,ADMINISTRATIVE AIDE IV,MEDICAL,16 02 2022,Pototan Campus,PERMANENT,16 12 1977,1,45
